Host Id,Host Since,mes,anio,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,,,,,,
143759,13/06/2010,6,2010,Spacious Room in Union Square,Manhattan,Apartment,80,Private room,10003,1,1,44,99,83,,,,,,
144545,14/06/2010,6,2010,Large, comfy, quiet 1BR in Bushwick,Brooklyn,Apartment,100,Entire home/apt,11237,2,1,2,125,100,,,,
144722,14/06/2010,6,2010,Gorgeous one bedroom in Nolita,Manhattan,Apartment,100,Entire home/apt,10012,1,1,1,120,100,,,,,,
145021,15/06/2010,6,2010,Classic Mid Century Bed Stuy Apt.,Brooklyn,Apartment,95,Entire home/apt,11221,2,1,2,200,96,,,,,,
145609,15/06/2010,6,2010,Convenient, Renovated 2 Bedroom,Brooklyn,Apartment,90,Entire home/apt,11231,2,1,67,275,94,,,,,
146167,16/06/2010,6,2010,W.Village great 1BR/1BA+Patio deal!,Manhattan,Apartment,90,Entire home/apt,10014,2,1,30,248,90,,,,,,
146052,16/06/2010,6,2010,Upper East Side 1 bedroom apartment,Manhattan,Apartment,90,Entire home/apt,10021,1,1,8,220,93,,,,,,
146036,16/06/2010,6,2010,Lovely Room in Williamsburg apt!,Brooklyn,Apartment,80,Private room,11211,1,1,2,130,80,,,,,,
146432,17/06/2010,6,2010,Spacious 2 Bd Downtown Loft,Manhattan,Apartment,100,Entire home/apt,10002,2,1,11,399,100,,,,,,
146944,17/06/2010,6,2010,Prime East Village 1 Bedroom,Manhattan,Apartment,,Entire home/apt,10003,1,1,0,200,,,,,,,
146715,17/06/2010,6,2010,NYC Luxury w/ Pool & Deck on Park,Manhattan,Apartment,90,Entire home/apt,10023,3,1,42,479,93,,,,,,
146825,17/06/2010,6,2010,Nolita / SOHO ??????1200???????????,Manhattan,Apartment,,Private room,10012,1,1,0,100,,,,,,,
147388,18/06/2010,6,2010,Sweet Gorgeous Airy Loft Apartment,Brooklyn,Apartment,100,Entire home/apt,11205,2,1,2,110,100,,,,,,
147174,18/06/2010,6,2010,BedStuy Room with Backyard,Brooklyn,Apartment,85,Private room,11205,1,1,43,43,88,,,,,,
148108,20/06/2010,6,2010,big, bright, artist loft!,Manhattan,Apartment,,Private room,10002,1,1,0,90,,,,,
149009,21/06/2010,6,2010,Coney Island Room & Library Room!,Brooklyn,Apartment,,Entire home/apt,11221,2,1,0,135,,,,,,,
148874,21/06/2010,6,2010,#1: Win a FREE Night! 12 min. Manh,Brooklyn,Apartment,100,Entire home/apt,11233,3,1,2,199,100,,,,,,
148874,21/06/2010,6,2010,#2: Win a FREE Night! 12 min. Manh,Brooklyn,Apartment,100,Entire home/apt,11233,4,1,4,199,100,,,,,,
148874,21/06/2010,6,2010,#3: Win a FREE Night! 12 min. Manh,Brooklyn,Apartment,,Entire home/apt,11233,4,1,1,179,,,,,,,
148874,21/06/2010,6,2010,#4: Win a FREE Night! 12 min. Manh,Brooklyn,Apartment,80,Entire home/apt,11233,4,1,1,179,80,,,,,,
148891,21/06/2010,6,2010,Entire Modern Loft with Balcony,Brooklyn,Loft,90,Entire home/apt,11206,2,1,55,100,90,,,,,,
149430,21/06/2010,6,2010,Cozy and comfortable apart. NYC,Manhattan,Apartment,85,Entire home/apt,10029,3,1,36,120,87,,,,,,
149430,21/06/2010,6,2010,Full apartment in Manhattan,Manhattan,Apartment,80,Entire home/apt,10029,2,1,26,120,82,,,,,,
149430,21/06/2010,6,2010,Large and cozy apart. in N.Y.,Manhattan,Apartment,85,Entire home/apt,10029,2,1,87,120,89,,,,,,
149097,21/06/2010,6,2010,Spacious Apt-Easy Transit-Sleeps 6,Queens,Apartment,90,Entire home/apt,11375,3,1,10,200,94,,,,,,
149009,21/06/2010,6,2010,Coney Island Mermaid Room | Velcrow,Brooklyn,Apartment,95,Private room,11221,1,1,18,60,98,,,,,,
149009,21/06/2010,6,2010,The Library Room, A Quiet Sanctuary,Brooklyn,Apartment,80,Private room,11221,1,1,1,80,80,,,,,
149430,21/06/2010,6,2010,Ligthing and cozy room in New York,Manhattan,Apartment,90,Private room,10029,1,1,48,90,91,,,,,,
149430,21/06/2010,6,2010,Room in nice apartment in N.Y.C.,Manhattan,Apartment,80,Private room,10029,2,1,13,80,82,,,,,,
150063,22/06/2010,6,2010,Center, Spacious 1br near Union Sq,Manhattan,Apartment,80,Entire home/apt,10003,1,1,11,169,84,,,,,
150832,23/06/2010,6,2010,1-bedroom in heart of Williamsburg!,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,8,145,95,,,,,,
151150,24/06/2010,6,2010,Modern Apt: Best View of the City,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,3,150,100,,,,,,
151654,24/06/2010,6,2010,1BR in Duplex Apt. w/ Private Roof,Manhattan,Apartment,80,Private room,10012,1,1,3,150,80,,,,,,
152918,26/06/2010,6,2010,Vintage loft-apt in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11249,2,1,30,175,94,,,,,,
153675,27/06/2010,6,2010,Apt available - Best NYC Location,Manhattan,Apartment,,Entire home/apt,10003,2,1,0,140,,,,,,,
153441,27/06/2010,6,2010,Amazing UpperEastSide brickwall 1BR,Manhattan,Apartment,85,Entire home/apt,10028,1,1,69,100,86,,,,,,
153441,27/06/2010,6,2010,Amazing Loft studio UES think pad,Manhattan,Apartment,85,Entire home/apt,10128,2,1,16,100,87,,,,,,
153494,27/06/2010,6,2010,Large sunny room queen bed &balcony,Manhattan,Apartment,90,Private room,10002,1,1,29,100,93,,,,,,
153675,27/06/2010,6,2010,Union Square - Best NYC location,Manhattan,Apartment,95,Private room,10003,1,1,30,90,95,,,,,,
154332,28/06/2010,6,2010,Charming Rental in Brooklyn Heights,Brooklyn,Apartment,85,Entire home/apt,11201,1,1,14,160,87,,,,,,
154377,28/06/2010,6,2010,Great 1 br Apt! Next to Manhattan!,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,11,85,87,,,,,,
154787,29/06/2010,6,2010,Luxurious Large One Bedroom,Manhattan,Apartment,95,Entire home/apt,10039,2,1,4,160,95,,,,,,
155163,29/06/2010,6,2010,Big Room in Williamsburg Loft,Brooklyn,Apartment,80,Private room,11211,1,1,5,85,80,,,,,,
154926,29/06/2010,6,2010,Airy room in East Village,Manhattan,Apartment,100,Private room,10009,1,1,1,55,100,,,,,,
156581,01/07/2010,7,2010,Chic 2BD/2BA Chelsea/Flatiron Apt,Manhattan,Apartment,100,Entire home/apt,10001,3,1,5,395,100,,,,,,
156277,01/07/2010,7,2010,2 bed in luxury hi-rise-amazing vus,Manhattan,Apartment,,Entire home/apt,10006,2,1,0,300,,,,,,,
156450,01/07/2010,7,2010,THE NICEST DUPLEX IN CHELSEA ! ! !,Manhattan,Apartment,85,Entire home/apt,10011,1,1,45,185,88,,,,,,
156450,01/07/2010,7,2010,STUDIO BEST LOCATION WEST VILLGE NY,Manhattan,Apartment,90,Entire home/apt,10014,1,1,156,170,91,,,,,,
156137,01/07/2010,7,2010,1 Bdrm - 20 mins to Times Square!,Manhattan,Apartment,80,Entire home/apt,10039,1,1,1,60,80,,,,,,
156093,01/07/2010,7,2010,Garden Studio in Victorian Home,Staten Island,House,90,Entire home/apt,10304,1,1,13,70,94,,,,,,
157241,02/07/2010,7,2010,Palace in the Sky,Brooklyn,Apartment,95,Entire home/apt,11211,3,1,23,295,97,,,,,,
156734,02/07/2010,7,2010,Sunny Perfect 2BR Lower East side,Manhattan,Apartment,85,Entire home/apt,10002,1,1,15,150,87,,,,,,
157039,02/07/2010,7,2010,Twin bed in partitioned off room !,Brooklyn,Apartment,75,Private room,11226,1,1,4,45,75,,,,,,
157795,04/07/2010,7,2010,Spacious Lovely Loft-Like Apt.,Brooklyn,Apartment,90,Entire home/apt,11216,3,1,2,125,90,,,,,,
157798,04/07/2010,7,2010,Private Bdrm/Bathrm. New! Elevator!,Manhattan,Apartment,90,Private room,10029,1,1,16,69,93,,,,,,
157795,04/07/2010,7,2010,Daybed Nook in Spacious Apt.,Brooklyn,Apartment,95,Shared room,11216,1,1,9,45,96,,,,,,
158734,05/07/2010,7,2010,Spacious Greenpoint loft / 2 floors,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,22,140,98,,,,,,
158284,05/07/2010,7,2010,Sunny, clean 1 bdrm in W. Village,Manhattan,Apartment,95,Entire home/apt,10014,1,1,124,225,98,,,,,
159370,06/07/2010,7,2010,In the heart of Williamsburg,Brooklyn,Apartment,85,Entire home/apt,11211,1,1,13,125,86,,,,,,
159708,06/07/2010,7,2010,Sunny studio in Brooklyn!,Brooklyn,Apartment,95,Entire home/apt,11226,1,1,41,75,95,,,,,,
159733,06/07/2010,7,2010,Modern Luxury Studio in Chelsea,Manhattan,Apartment,100,Entire home/apt,10011,1,1,4,190,100,,,,,,
159703,06/07/2010,7,2010,charming studio for 1 guest,Manhattan,Apartment,95,Entire home/apt,10014,1,1,71,150,97,,,,,,
159538,06/07/2010,7,2010,Nice and bright 2 bedroom Apartment,Queens,Apartment,95,Entire home/apt,11101,2,1,16,205,96,,,,,,
159746,06/07/2010,7,2010,Room with shower, Upper East Side,Manhattan,Bed & Breakfast,90,Private room,10065,2,1,223,89,94,,,,,
160101,07/07/2010,7,2010,Gorgeous Apartment in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,52,169,96,,,,,,
160565,07/07/2010,7,2010,Lovely Sunny Bookish 1BR w/ Kitcat,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,3,85,100,,,,,,
160605,07/07/2010,7,2010,bright east village apt in hot area,Manhattan,Apartment,90,Entire home/apt,10009,3,1,26,175,90,,,,,,
160337,07/07/2010,7,2010,Spacious 1 bdrm on Riverside Drive,Manhattan,Apartment,100,Entire home/apt,10032,1,1,1,140,100,,,,,,
160671,07/07/2010,7,2010,BEAUTIFUL STUDIO- In great location,Manhattan,Apartment,95,Entire home/apt,10065,1,1,10,144,97,,,,,,
160766,08/07/2010,7,2010,One Bedroom Apt., Clinton HIll,Brooklyn,Apartment,90,Entire home/apt,11205,1,1,19,130,94,,,,,
161581,08/07/2010,7,2010,Spacious Williamsburg BK 1br Apt,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,2,180,90,,,,,,
161992,09/07/2010,7,2010,Sunny 2nd floor 2BR Apartment!,Brooklyn,Apartment,95,Entire home/apt,11228,3,1,36,149,98,,,,,,
162229,09/07/2010,7,2010,BRAND-NEW Carroll Gardens Apt QUIET,Brooklyn,Apartment,95,Entire home/apt,11231,1,1,17,235,99,,,,,,
162203,09/07/2010,7,2010,Classic Upper West Side by the Park,Manhattan,Apartment,95,Entire home/apt,10024,1,1,11,175,96,,,,,,
163545,11/07/2010,7,2010,Charming, for 5! 15min to Times Sq.,Manhattan,Apartment,95,Entire home/apt,10031,4,1,8,79,95,,,,,
163545,11/07/2010,7,2010,Sleeps 6+! 15 min to Times Square.,Manhattan,Apartment,90,Entire home/apt,10031,4,1,173,89,93,,,,,,
164675,12/07/2010,7,2010,Private spacious quiet  room,Brooklyn,Apartment,100,Private room,11226,1,1,1,80,100,,,,,,
164534,12/07/2010,7,2010,Charming,huge BR nr Prospect Park,Brooklyn,Apartment,60,Private room,11238,1,1,1,75,60,,,,,
164781,12/07/2010,7,2010,Lofted Bedroom Williamsburg Center,Brooklyn,Apartment,95,Private room,11249,1,1,4,70,95,,,,,,
164781,12/07/2010,7,2010,Pvt Bedroom in Williamsburg Central,Brooklyn,Apartment,90,Private room,11249,1,1,3,100,93,,,,,,
165789,13/07/2010,7,2010,Luxury Brownstone in Boerum Hill,Brooklyn,House,90,Entire home/apt,11217,6,1,12,425,93,,,,,,
166303,14/07/2010,7,2010,Awesome Centrally located BK Apt,Brooklyn,Apartment,80,Entire home/apt,11201,2,1,1,250,80,,,,,,
166164,14/07/2010,7,2010,Sun-drenched E.Village studio,Manhattan,Apartment,95,Entire home/apt,10009,1,1,43,199,95,,,,,,
166532,14/07/2010,7,2010,Spectacular West Harlem Garden Apt,Manhattan,House,95,Entire home/apt,10030,1,1,97,99,96,,,,,,
166634,14/07/2010,7,2010,Your perfect yard with Jacuzzi home,Brooklyn,House,,Private room,11212,1,1,0,50,,,,,,,
167417,15/07/2010,7,2010,20min to 1st ave NYC, L train 2brm,Brooklyn,Apartment,90,Entire home/apt,11207,2,1,4,104,90,,,,,
167759,15/07/2010,7,2010,Fun Convenient living in Park Slope,Brooklyn,Apartment,90,Entire home/apt,11238,1,1,18,200,90,,,,,,
167417,15/07/2010,7,2010,ADORABLE Room in 2br, L train adj.,Brooklyn,Apartment,,Private room,11207,1,1,0,52,,,,,,
167417,15/07/2010,7,2010,LOVELY Room, BEST BLOCK in BUSHWICK,Brooklyn,Apartment,100,Private room,11207,1,1,3,47,100,,,,,
168417,16/07/2010,7,2010,CENTRAL PARK LOFT all for YOU,Manhattan,Apartment,80,Entire home/apt,10028,1,1,99,99,83,,,,,,
168417,16/07/2010,7,2010,Serenity amidst the busy city,Manhattan,Apartment,65,Entire home/apt,10028,1,1,14,99,69,,,,,,
168525,16/07/2010,7,2010,Cute Room In our Williamsburg Share,Brooklyn,Apartment,95,Private room,11211,1,1,125,69,95,,,,,,
168525,16/07/2010,7,2010,Cute Williamsburg Room w/ LOFT BED,Brooklyn,Apartment,95,Private room,11211,1,1,27,69,96,,,,,,
169683,17/07/2010,7,2010,Center of Manhattan Hi-Rise Studio!,Manhattan,Apartment,90,Entire home/apt,10001,1,1,107,195,94,,,,,,
169683,17/07/2010,7,2010,Modern Hi-Rise Studio in Chelsea,Manhattan,Apartment,95,Entire home/apt,10001,1,1,151,195,95,,,,,,
169899,17/07/2010,7,2010,3 BR East Village Townhouse,Manhattan,Apartment,,Entire home/apt,10009,3,1,0,529,,,,,,,
168806,17/07/2010,7,2010,Comfy room in a big friendly apt.,Brooklyn,Apartment,100,Private room,11201,1,1,1,135,100,,,,,,
169843,17/07/2010,7,2010,Big sunny room, prime location!,Brooklyn,Apartment,90,Private room,11249,1,1,24,89,93,,,,,
169683,17/07/2010,7,2010,Excellent Private Room at Flatiron!,Manhattan,Apartment,90,Private room,10001,1,1,59,109,92,,,,,,
169683,17/07/2010,7,2010,Private Room in Shared Apt FLATIRON,Manhattan,Apartment,90,Private room,10001,1,1,76,99,92,,,,,,
169899,17/07/2010,7,2010,Room in East Village townhouse,Manhattan,Apartment,95,Private room,10009,1,1,92,90,95,,,,,,
169471,17/07/2010,7,2010,New York Disco asylum,Manhattan,House,85,Private room,10128,2,1,33,160,86,,,,,,
171653,18/07/2010,7,2010,Park Slope Family Oasis w/ Patio,Brooklyn,Apartment,,Entire home/apt,11215,2,1,0,275,,,,,,,
170510,18/07/2010,7,2010,Private, Large & Sunny 1BR w/W&D,Brooklyn,Apartment,90,Entire home/apt,11216,1,1,187,138,93,,,,,
170510,18/07/2010,7,2010,Private, Large & Sunny 2BR w/W&D,Brooklyn,Apartment,90,Entire home/apt,11216,3,1,142,165,91,,,,,
170703,18/07/2010,7,2010,Large Designer Luxury Loft in NoHo,Manhattan,Apartment,100,Entire home/apt,10003,2,1,13,500,100,,,,,,
170707,18/07/2010,7,2010,Modern/Clean/Designed/Central/1-drm,Manhattan,Apartment,95,Entire home/apt,10009,1,1,95,175,95,,,,,,
170553,18/07/2010,7,2010,Large 1 BR w/ Nursery, Luxury Bldg,Manhattan,Apartment,100,Entire home/apt,10011,1,1,1,240,100,,,,,
171669,18/07/2010,7,2010,SOHO 2 Bedrooms Apartment,Manhattan,Apartment,85,Entire home/apt,10014,2,1,3,250,87,,,,,,
170611,18/07/2010,7,2010,Great apartment in Manhattan,Manhattan,Apartment,60,Entire home/apt,10016,2,1,2,150,60,,,,,,
170813,18/07/2010,7,2010,Spacious 2BR 2.5BA Upper West Side,Manhattan,Apartment,100,Entire home/apt,10025,3,1,9,250,100,,,,,,
170840,18/07/2010,7,2010,Full Apartment on Upper West Side,Manhattan,Apartment,90,Entire home/apt,10025,1,1,11,160,92,,,,,,
171851,18/07/2010,7,2010,Luxurious Condo in DUBMO with View,Brooklyn,Apartment,95,Private room,11201,1,1,14,250,99,,,,,,
173137,19/07/2010,7,2010,Your Pied-à-Terre in BK. 1 BR,Brooklyn,Apartment,90,Entire home/apt,11205,1,1,10,165,94,,,,,,
173980,19/07/2010,7,2010,Old Meets New in Gorgeous Townhouse,Brooklyn,Apartment,,Entire home/apt,11206,2,1,0,135,,,,,,,
173980,19/07/2010,7,2010,Palatial Brownstone w Outdoor Space,Brooklyn,Apartment,90,Entire home/apt,11206,3,1,29,275,92,,,,,,
172147,19/07/2010,7,2010,Beautiful 1BR heart of Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,13,175,97,,,,,,
173819,19/07/2010,7,2010,Bright WBurg 1BR, 1 Block from L,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,15,125,92,,,,,,
173218,19/07/2010,7,2010,Lower East Side Gallery Apt. NYC,Manhattan,Apartment,85,Entire home/apt,10002,2,1,35,187,88,,,,,,
173853,19/07/2010,7,2010,Wall Street Apartment,Manhattan,Apartment,95,Entire home/apt,10005,1,1,4,149,95,,,,,,
174025,19/07/2010,7,2010,Sunny and cosy loft midtown,Manhattan,Apartment,,Entire home/apt,10065,1,1,2,275,,,,,,,
172672,19/07/2010,7,2010,Gem-like UES writer's studio,Manhattan,Apartment,100,Entire home/apt,10128,1,1,1,150,100,,,,,,
173997,19/07/2010,7,2010,Charming Bedroom in Artists Colony,Brooklyn,Apartment,90,Private room,11211,1,1,10,55,91,,,,,,
172137,19/07/2010,7,2010,The artist's house part 2,Brooklyn,Apartment,90,Private room,11225,1,1,15,47,94,,,,,,
172741,19/07/2010,7,2010,Huge Master Bedroom w/ own bathroom,Brooklyn,Apartment,100,Private room,11226,1,1,1,40,100,,,,,,
172137,19/07/2010,7,2010,The artist's house,Brooklyn,House,90,Private room,11225,1,1,18,47,92,,,,,,
174752,20/07/2010,7,2010,Quiet Converted Pre-war Brownstone,Brooklyn,Apartment,100,Entire home/apt,11249,2,1,3,199,100,,,,,,
175694,21/07/2010,7,2010,Giant Private Townhouse w/ Garden,Brooklyn,Apartment,,Entire home/apt,11206,2,1,0,150,,,,,,,
176285,21/07/2010,7,2010,Kid friendly next to Prospect Park,Brooklyn,Apartment,100,Entire home/apt,11238,2,1,2,175,100,,,,,,
176483,21/07/2010,7,2010,sweet 1BR in heart of EVillage,Manhattan,Apartment,90,Entire home/apt,10003,1,1,2,120,90,,,,,,
176903,21/07/2010,7,2010,Before July 29,  Kololi Beach Club,Manhattan,Apartment,,Entire home/apt,10014,6,1,0,250,,,,,,
176903,21/07/2010,7,2010,LUX 2 bdrm 24hr Drmn West Village,Manhattan,Apartment,,Entire home/apt,10014,3,1,0,800,,,,,,,
176903,21/07/2010,7,2010,LUXURY2bd2bth24hDrm-West Village,Manhattan,Apartment,100,Entire home/apt,10014,3,1,2,800,100,,,,,,
176903,21/07/2010,7,2010,SunGalore: Luxury 2bd/2bth Apart,Manhattan,Apartment,100,Entire home/apt,10014,3,1,2,800,100,,,,,,
175779,21/07/2010,7,2010,Cozy room in Awesome Red Hook Loft!,Brooklyn,Loft,90,Private room,11231,1,1,24,100,93,,,,,,
176836,21/07/2010,7,2010,Very spacious, quiet bedroom,Manhattan,Apartment,80,Private room,10002,1,1,45,89,84,,,,,
176592,21/07/2010,7,2010,Cheerful and Convenient,Manhattan,Apartment,95,Private room,10039,1,1,21,69,99,,,,,,
177655,22/07/2010,7,2010,Comfy Greenpoint Apt - Great spot!,Brooklyn,Apartment,90,Entire home/apt,11222,1,1,7,125,91,,,,,,
177801,22/07/2010,7,2010,Sunny one bedroom loft apartment,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,9,149,100,,,,,,
177980,22/07/2010,7,2010,BedStuy Brownstone  1 Bed Apartment,Brooklyn,House,,Entire home/apt,11216,2,1,0,150,,,,,,,
178056,22/07/2010,7,2010,Bright apt in the East Village,Manhattan,Apartment,95,Entire home/apt,10009,1,1,9,149,96,,,,,,
177868,22/07/2010,7,2010,Spacious, lush 1 bdrm with balcony,Manhattan,Apartment,,Entire home/apt,10016,2,1,0,240,,,,,,
177724,22/07/2010,7,2010,Bright UES Gem Near Central Park,Manhattan,Apartment,90,Entire home/apt,10021,2,1,15,200,91,,,,,,
178043,22/07/2010,7,2010,Brownstone Steps from Central Park,Manhattan,Apartment,95,Entire home/apt,10024,1,1,14,270,97,,,,,,
177233,22/07/2010,7,2010,Cheerful, Comfortable & Convenient,Manhattan,Apartment,100,Entire home/apt,10025,3,1,10,209,100,,,,,
177712,22/07/2010,7,2010,Private, Clean and Comfortable NY,Queens,Apartment,90,Private room,11106,1,1,20,70,93,,,,,
177536,22/07/2010,7,2010,Sunny cozy room in Brklyn townhouse,Queens,House,100,Private room,11237,1,1,2,55,100,,,,,,
178784,23/07/2010,7,2010,Charming 1BR Private GARDEN Apt!,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,2,115,100,,,,,,
178643,23/07/2010,7,2010,Cozy one bedroom on Bedford Ave,Brooklyn,Apartment,95,Entire home/apt,11249,1,1,13,99,97,,,,,,
178551,23/07/2010,7,2010,Perfect Apartment For Young Family,Manhattan,Apartment,,Entire home/apt,10027,3,1,0,225,,,,,,,
178755,23/07/2010,7,2010,Private Bedroom in Bushwick,Brooklyn,Apartment,,Private room,11221,1,1,0,80,,,,,,,
179679,24/07/2010,7,2010,ingefära hus! Williamsburg Center,Brooklyn,Apartment,80,Entire home/apt,11211,2,1,106,233,84,,,,,,
179296,24/07/2010,7,2010,The Rose House,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,23,180,97,,,,,,
179020,24/07/2010,7,2010,Come visit Hell's Kitchen, NYC!!,Manhattan,Apartment,90,Entire home/apt,10036,2,1,109,159,92,,,,,
179020,24/07/2010,7,2010,Beautiful Hell's Kitchen Hideaway!,Manhattan,Apartment,90,Private room,10036,2,1,59,99,91,,,,,,
180083,25/07/2010,7,2010,* Spacious Park Slope Duplex*,Brooklyn,Apartment,90,Entire home/apt,11215,3,1,21,225,93,,,,,,
180301,25/07/2010,7,2010,Brooklyn Artist's Loft,Brooklyn,Apartment,90,Entire home/apt,11221,2,1,10,195,91,,,,,,
180107,25/07/2010,7,2010,Private Dwelling  2Bedroom Apt  !,Manhattan,Apartment,80,Entire home/apt,10002,2,1,6,200,80,,,,,,
180416,25/07/2010,7,2010,Spacious Lower East Side Studio,Manhattan,Apartment,90,Entire home/apt,10002,1,1,82,170,94,,,,,,
180107,25/07/2010,7,2010,Simple Modern Dwelling,Manhattan,Apartment,95,Private room,10002,1,1,78,200,96,,,,,,
181756,26/07/2010,7,2010,Garden Apartment in Park Slope,Brooklyn,Apartment,90,Entire home/apt,11215,2,1,45,150,93,,,,,,
181689,26/07/2010,7,2010,Spacious 1 bed apartment in Chelsea,Manhattan,Apartment,80,Entire home/apt,10011,2,1,30,280,84,,,,,,
181167,26/07/2010,7,2010,Convenient cozy cheap apt Manhattan,Manhattan,Apartment,80,Entire home/apt,10031,3,1,1,80,80,,,,,,
181376,26/07/2010,7,2010,ALL ABOUT A VERY COMFORTABLE ROOM..,Brooklyn,Apartment,90,Private room,11205,1,1,92,90,92,,,,,,
181376,26/07/2010,7,2010,KOZY ROOM IN FORT GREENE BROOKLYN..,Brooklyn,Apartment,90,Private room,11205,1,1,119,82,91,,,,,,
181376,26/07/2010,7,2010,BROOKLYN VICTORIAN STYLE SUITE.....,Brooklyn,House,90,Private room,11205,1,1,112,120,91,,,,,,
180939,26/07/2010,7,2010,Awesome Private Room - Upper West!,Manhattan,Apartment,95,Private room,10024,1,1,64,145,97,,,,,,
181539,26/07/2010,7,2010,LONG TERM bright and cheerful apt,Manhattan,Apartment,,Private room,10024,1,1,0,100,,,,,,,
182987,27/07/2010,7,2010,Charming Hideout in Fort Greene,Brooklyn,Apartment,95,Entire home/apt,11205,1,1,24,150,98,,,,,,
182354,27/07/2010,7,2010,Spacious Studio Apartment in Wburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,24,269,98,,,,,,
182477,27/07/2010,7,2010,Beautiful 1 BR by Prospect Park,Brooklyn,Apartment,,Entire home/apt,11225,2,1,0,60,,,,,,,
182119,27/07/2010,7,2010,East Village Oasis,Manhattan,Apartment,90,Entire home/apt,10003,1,1,119,165,91,,,,,,
182146,27/07/2010,7,2010,Adorable Studio in Perfect Loction,Manhattan,Apartment,100,Entire home/apt,10003,1,1,2,170,100,,,,,,
182226,27/07/2010,7,2010,Relax in the City - Hip Rm +Balcony,Brooklyn,Apartment,90,Private room,11201,1,1,15,115,92,,,,,,
182226,27/07/2010,7,2010,Stylish & Cozy in Hip Peaceful Apt,Brooklyn,Apartment,95,Private room,11201,1,1,10,80,96,,,,,,
182792,27/07/2010,7,2010,Cozy Bright 1BR in Perfect Location,Manhattan,Apartment,90,Private room,10014,1,1,26,120,93,,,,,,
183594,28/07/2010,7,2010,Spacious Williamsburg apartment,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,199,,,,,,,
183672,28/07/2010,7,2010,Modern Studio in Soho,Manhattan,Apartment,100,Entire home/apt,10012,1,1,2,289,100,,,,,,
183352,28/07/2010,7,2010,Charming studio steps from subway,Manhattan,Apartment,95,Entire home/apt,10025,1,1,27,163,96,,,,,,
183665,28/07/2010,7,2010,Williamsburg, Brooklyn - Convenient,Brooklyn,Apartment,95,Private room,11211,1,1,27,79,95,,,,,
183678,28/07/2010,7,2010,Charming bedroom in Boerum Hill,Brooklyn,Apartment,90,Private room,11217,1,1,2,60,90,,,,,,
184110,28/07/2010,7,2010,Room With A View...of Central Park,Manhattan,Apartment,80,Private room,10026,1,1,7,90,83,,,,,,
184110,28/07/2010,7,2010,Room With A View...of Central Park,Manhattan,Apartment,85,Private room,10026,1,1,11,90,87,,,,,,
183463,28/07/2010,7,2010,Beautiful Haven in Manhattan,Manhattan,Apartment,100,Private room,10032,1,1,3,75,100,,,,,,
184833,29/07/2010,7,2010,Ideal Greenpoint Location,Brooklyn,Apartment,80,Entire home/apt,11222,2,1,4,250,80,,,,,,
184883,29/07/2010,7,2010,Very cute quiet Studio in chelsea,Manhattan,Apartment,90,Entire home/apt,10011,1,1,25,155,90,,,,,,
185212,29/07/2010,7,2010,Serene Home in PRIME West Village,Manhattan,Apartment,90,Entire home/apt,10014,1,1,10,180,93,,,,,,
184816,29/07/2010,7,2010,Wonderful Muslim Family w/ Bedroom,Brooklyn,House,100,Private room,11210,1,1,1,89,100,,,,,,
184493,29/07/2010,7,2010,Private Studio (Kitchen, Bathroom),Manhattan,Apartment,,Private room,10030,1,1,0,100,,,,,,
185569,30/07/2010,7,2010,Bright, Sunny 1BD Loft on L Train,Brooklyn,Apartment,90,Entire home/apt,11237,2,1,5,200,92,,,,,
185745,30/07/2010,7,2010,entire loft apt downtown manhattan,Manhattan,Apartment,90,Entire home/apt,10002,2,1,5,200,92,,,,,,
185745,30/07/2010,7,2010,huge 2 bedrooms apt in the LES, NYC,Manhattan,Apartment,90,Entire home/apt,10002,2,1,12,300,94,,,,,
186084,30/07/2010,7,2010,Great and Spacious!, Sleeps up to 6,Manhattan,Apartment,80,Entire home/apt,10002,3,1,9,300,84,,,,,
185753,30/07/2010,7,2010,Penthouse Studio by Central Park,Manhattan,Apartment,90,Entire home/apt,10023,1,1,6,150,90,,,,,,
185978,30/07/2010,7,2010,New York room with a view,Staten Island,Apartment,95,Private room,10301,1,1,104,70,96,,,,,,
186452,31/07/2010,7,2010,Luxury Manhattan stay-B&B prices!,Manhattan,Apartment,95,Private room,10033,1,1,30,99,97,,,,,,
187345,01/08/2010,8,2010,Cozy & charming 1 BR near park!!,Manhattan,Apartment,80,Entire home/apt,10032,2,1,14,135,84,,,,,,
